Zn %,Fe%,Cu %,Mn %,B %,S %,N,P,K,temperature,humidity,ph,rainfall,label
66.18,83.66,96.03,98.12,28.35,51.6,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
52.25,42.12,93.5,79.1,63.11,94.37,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
93.32,67.84,99.83,94.38,91.76,78.02,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
35.82,63.97,87.56,88.8,0.82,52.94,29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
55.33,95.59,99.12,98.58,91.12,67.68,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
22.33,51.81,93.99,97.54,31.47,57.37,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
63.56,95.84,95.04,71.3,23.69,47.79,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
53.36,98.49,95.74,91.97,5.15,65.55,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
28.41,22.28,95.13,87.06,54.47,87.23,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
98.41,99.03,98.72,92.51,31.26,78.07,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
95.07,98.08,98.75,88.73,45.41,59.15,37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
93.52,97.3,99.18,93.89,78.42,83.31,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
94.01,99.35,98.61,97.62,37.81,48.04,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
74.08,86.1,83.88,84.76,10.21,21.08,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
95,99.38,98.78,96.77,68.7,75.94,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
95.18,96.04,99.41,96.59,54.12,73.96,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
86.9,98.37,91.15,94.68,42.2,42.04,13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas
97.98,99.87,99.94,99.51,79.74,73.59,27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas
95.61,99.36,99.94,99.06,28.81,63.32,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
96.94,96.58,64.17,96.38,43.51,14.06,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
91.21,97.07,94.3,94.48,50.94,70.38,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
93.46,98.62,97.98,97.2,74.74,84.18,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas
89.37,98.21,99.39,98.04,22.94,8.41,18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas
76.29,76.66,94.18,66.97,36.84,19.14,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
54.56,74.44,93.76,68.44,61.95,88.94,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
40.81,62.47,81.13,79.29,58.42,52.13,27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas
43.17,48.36,81.26,66.3,65.82,55.67,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
52.86,96.04,89.58,98.95,43.88,94.64,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
52.47,71.15,81.4,98.64,43.62,98.04,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
83.63,99.21,98.43,99.62,89.32,96.97,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
84.7,54.12,98.26,68.89,87.44,74.4,7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas
19.41,86.57,95.22,99.53,60.08,44.52,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas
8.27,91.87,97.87,98.25,58.36,55.15,35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas
77.06,78.65,98.12,97.18,94.53,89.02,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
45.15,36.84,87.5,72.4,61.57,51.24,20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
54.96,32.61,91.89,50.74,64.88,74.74,10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas
68.93,70.38,97.36,89.89,85.94,83.25,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
78.8,77.32,94.15,88.45,76.7,83.85,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
59.76,58.89,93.09,84.48,77.83,92.99,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
49.56,84.77,99.53,97.61,65.91,79.7,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
59.3,64.69,87.9,63.6,71.23,55.21,27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
41.35,98.31,99.97,98.61,96.14,89.4,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
68.86,94.72,99.94,98.78,82.26,90.72,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
34.16,85.41,98.74,77.06,77.97,91.13,40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas
48.4,69.77,93.71,93.38,70.84,86.39,38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas
95.81,98.4,99.54,99.75,96.11,95.68,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
54.42,85.04,95.67,97.62,72.92,62.58,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
69.1,78.75,96.84,95.21,88.41,84.17,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
76.48,77.05,96.57,90.17,98.13,84.13,16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
75.81,95.55,99.65,99.51,80.52,83.97,31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas
50.6,95.45,95.58,95.82,70.62,92.06,16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas
58.98,25.01,85.83,74.25,82.42,78.17,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
33.31,97.69,90.32,93.47,56.35,91.13,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
74.69,70.26,95.36,74.01,87.15,87.82,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas
60.12,92.51,95.31,98.7,83.94,57.19,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
62.81,63.2,96.58,89,79.96,73.47,26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas
19.36,76.26,99.98,99.91,24.51,0.49,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
82,98.52,98.96,99.51,66.92,94.79,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
65.88,67.97,93.97,79.09,80.93,56.77,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
21.6,90.57,78.41,94.79,7.93,73.68,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
97.67,97.58,99.17,98.76,99,98.93,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
55.5,55.55,91.9,85.43,94.12,90.64,16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
74.78,90.65,99.36,94.99,83.77,79.82,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
29.58,92.84,88.66,99.19,39.77,61.47,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
82.25,69.36,98.94,92.3,89.1,65.03,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
41.47,82.27,96.08,90.18,50.34,84.97,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
60.46,98.42,96.39,99.05,85.06,96.13,1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,pigeonpeas
47.1,63.44,76.94,93.9,57.66,70.49,6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas
51.71,89.87,91.61,99.55,68.76,74.63,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
68.31,87.91,87.93,70.96,62.79,66.39,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
42.04,83.07,70.16,94.17,56.53,41.68,27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
86.31,60.23,95.59,71.22,59.83,32.36,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
70.33,99.2,96.69,99.6,73.24,99.77,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
36.56,53.44,91.16,95.28,62.21,61.2,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
49.74,71.37,98.26,95.05,97.89,87.28,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
67.67,87.68,97.2,89.91,88.69,68.09,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
46.99,22.65,97.92,80.07,52.12,58.56,39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
29.45,27.58,99.89,99.82,35.21,3.93,6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas
59.04,18.23,98.57,94.9,15.93,16.47,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
28.16,17.04,98.49,86.72,41.61,93.8,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
55.96,22.15,98.55,96.51,73.17,57.28,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
23.79,39.56,99.39,92.65,58.3,43.52,16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas
46.29,23.54,99.38,98.08,75.63,58.6,23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas
27.24,28.1,96.28,92.24,80.66,28.07,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
80.35,55.15,99.98,99.58,76.1,64.32,28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas
34.09,45.02,96.75,92.77,61.39,40.65,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
22.3,28,98.6,94.27,87.53,23.01,36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas
59.06,68.61,99.62,97.38,54.25,16.3,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
53.25,53.48,94.56,91.08,74.57,39.12,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
50.44,9.05,98.12,94.41,37.09,10.38,17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas
70.47,60.66,98.55,90.92,56.45,61.83,5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas
41.42,32.68,99.8,98.37,35.87,9.62,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
16.32,6.76,98.86,90.73,69.6,19.3,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
63.63,43.8,96.26,87.38,35.31,72.09,13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas
67.71,77.28,99.95,98.67,43.33,42.09,6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas
68.52,34.77,99.35,90.18,37.96,69.8,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
26.05,28.75,98.43,95.89,49.82,12.17,25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas
60.86,85.76,99.98,99.88,29.93,45.1,34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas
51.9,50.26,82.01,96.97,45.24,17.72,20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas
46.57,19.8,96.17,64.96,49.78,35.41,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
81.35,71.76,99.91,99.03,30.76,57.27,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
80.2,97.37,98.72,99.76,73.08,84.61,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
54.88,54.98,95.81,87.42,76.54,70.21,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
38.63,40.48,92.32,59.13,67.24,55.89,29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
66.35,97.89,97.77,99,34.02,43.65,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
35.88,11.51,93.06,53.14,41.05,35.56,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
88.76,97.09,99.75,98.86,19.88,85.23,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
16.63,5.98,96.9,82.21,42.74,30.55,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
23.71,17.1,99.86,98.61,86.48,17.59,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
38.44,46.54,99.07,94.6,56.17,53.81,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
68.72,92.82,82.56,93.85,72.31,41.54,37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
25,100,75,100,100,75,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
0,100,33.33,100,100,33.33,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
57.31,96.44,66.8,96.44,25.69,47.83,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
51.55,98.97,88.66,98.97,53.61,24.74,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
,,,,,,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
,,,,,,13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas
82.72,98.95,80.63,99.48,58.64,65.97,27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas
38.33,100,71.67,100,75,36.67,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
,,,,,100,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
,,,,,100,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
71.91,81.65,90.68,57.9,87.5,23.53,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas
,,,,,100,18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas
64,93.94,89.16,80.59,50,0,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
0,0,0,0,0,0,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
,,,,,,27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas
61.29,98.16,87.88,61.9,100,100,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
,,,,,100,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
84.48,77.59,87.93,96.55,77.59,45.16,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
51.34,96.68,78.63,59,100,0,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
,,,,,100,7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas
76.92,100,100,100,100,37.5,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas
,,,,,,35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas
,,,,,,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
100,100,,,100,,20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
,,,,,,10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas
,,,,,,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
,,,,,100,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
85.95,100,99.65,91.29,97.12,98.28,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
27.49,100,80.58,94.5,,99.83,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
49.16,99.44,76.72,86.18,,94.26,27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
98.63,99.66,99.83,99.32,40,99.32,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
63.83,100,95.69,95.67,100,100,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
68.38,99.93,99.86,93.48,0,100,40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas
87.9,100,98.19,95.4,100,100,38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas
60.28,99.39,99.09,96.01,100,99.9,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
42.52,99.04,65.91,87.52,,89.83,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
64.77,100,99.87,89.77,98.37,93.06,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
62.64,100,100,97.34,100,100,16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
74.64,100,100,100,32.83,75.8,31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,pigeonpeas
,,,,,85.71,16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas
57.04,,,,56.01,23.39,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
61.71,97.82,98.77,95.31,35.17,37.38,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
100,80,100,100,80,92.86,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas
100,,,,,100,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
69.46,25,50,0,50.85,0.84,26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas
45.63,100,100,100,4.68,75,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
92.86,,,,19.35,100,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
100,100,100,100,100,100,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
37.5,0,,,41.87,79.28,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
66.2,100,100,75,22.02,54.21,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
80.97,100,100,100,48.45,42.22,16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
30.92,0,,,71.35,29.88,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
55.98,54.05,90.63,84.38,1.1,44.46,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
0.08,0,0.08,0.08,0.08,0.9,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
84.4,0,,,33.54,96.33,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
6.49,73.17,15.38,15.38,5.59,1.79,1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,pigeonpeas
83.69,75,100,100,68.32,96.62,6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas
28.78,78.57,100,100,60.83,74.72,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
,,,,,100,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
11.39,100,100,100,7.27,1.11,27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
8.33,7.69,16.67,8.33,16.67,47.62,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
63.49,0,100,100,35.31,51.12,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
8.33,0,0,0,0,0,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
76.1,97.45,90,90.91,47.68,90.84,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
67.11,97.56,92.59,83.95,85.4,72.8,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
40.83,87.5,100,100,16.7,38.44,39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,pigeonpeas
100,100,100,100,50,100,6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas
100,100,100,100,0,90.91,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
86.41,97.99,100,98.32,100,,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
89.43,93.67,95.18,98.19,0.99,,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
94.98,84.98,99.16,98.05,0.29,100,16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas
74.27,88.91,99.85,45.83,0,82.91,23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas
90.36,87.6,99.23,60.37,61.6,88.02,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
88.98,75.44,97.27,62.65,81.82,93.47,28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas
90.06,86.95,98.82,54.94,,95.74,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
92.56,92.27,99.35,54.64,0,88,36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas
80.79,82.83,99.81,54,50,96.69,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
80.98,89.77,99.78,46.32,100,74.74,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
92.26,89.82,99.4,51.8,100,82.77,17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas
83.06,90.35,99.55,53.45,0,87.12,5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,pigeonpeas
89.89,91.37,98.97,64.99,3.8,78.65,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
88.55,92.5,99.72,33.82,,86.68,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
85.4,90.82,99.41,54.28,100,76.1,13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas
91.44,90.46,99.82,72.66,,88.18,6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas
90.89,94.05,99.98,43.64,,87.4,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
79.25,84.43,99.32,32.54,,93.97,25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,pigeonpeas
88.94,96.73,99.95,76.63,100,70.99,34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas
95.27,96.75,99.57,70.49,96.1,87.53,20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas
91.25,91.04,99.88,66.96,0.99,83.34,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
93.95,95.7,98.96,54.3,100,91.6,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
80.51,82.81,99.39,56.36,,82.71,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
90.91,89.5,99.85,60.88,3.29,88.62,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
85,92.3,99.75,46.06,100,82.79,29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
59.16,65.75,98.01,91.35,0,79.15,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
51.69,43.75,97.71,95.97,,89.65,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
29.26,40.46,87.08,90.44,,98.42,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
79.39,81.21,99.41,94.36,,44.11,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
27.94,25.77,92.8,91.48,,78.67,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
37.93,78.29,96.47,99.12,,93.84,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
60.02,52.08,96.66,86.89,,97.61,37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
29.09,6.35,67.84,41.62,,30.83,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas
72.42,61.01,99.45,96.02,,96.36,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
60.13,37.47,96.4,79.25,,94.78,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
4.38,0.86,93.82,81.17,,70.73,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
64.41,64.43,92.27,86.21,,99.39,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
50.18,66.87,90.16,95.33,,90.14,13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas
49.3,54.91,96.52,78.45,,94.73,27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,pigeonpeas
40.02,52.93,95.02,96.2,,59.17,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
63.15,52.65,95.3,85.3,,88.41,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
62.67,34.87,90.93,94.12,75,96.61,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
1.01,4.36,97.69,99.76,,0.04,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas
41.11,39.04,97.58,91.82,,93.98,18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas
72.53,73.24,99.79,97.78,,86.4,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
27.73,36.26,94.05,93.76,,86.11,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
31.08,25.16,98.69,91.13,,99.23,27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas
44.43,52.21,93.69,94.43,,76.39,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
81.56,83.86,97.04,90.56,,91.85,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
21.85,21.17,97.78,95.14,,66.17,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
35.77,32.7,98.15,98.92,,92.68,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
75.46,63.71,91.04,94.14,,95.37,7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas
41.53,18.03,89.69,89.65,,99.94,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas
41.22,67.34,97.75,95.24,,88.64,35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas
60.16,45.93,94.22,90.71,,99.09,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
4.18,1.64,97.26,94.79,,84.67,20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
66.03,56.71,97.95,93.99,,96.4,10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas
